id_venta,fecha,año,mes,dia_semana,semana_numero,producto,categoria,cantidad,precio_unitario,descuento,monto_total,costo_unitario,margen_beneficio,estado,ciudad,region,metodo_pago,canal_venta,cliente_id,categoria_cliente,cliente_antiguedad_dias,vendedor_id,vendedor_experiencia_meses,promocion_aplicada,cupon_usado,puntuacion_cliente,tiempo_entrega_dias,fecha_registro_cliente,acumulado_mes_producto,ranking_ciudad_mes
9516,2023-03-31,2023,3,Friday,13,Teclado,Almacenamiento,-9,1467,1,13070.97,604.91,58.77,Completado,Bilbao,Norte,Transferencia,Web,invalido,VIP,51,Ana,36,BlackFriday,Sí,3,15,2023-02-08,636283.1498298635,33
9517,2024-11-22,2024,11,Friday,47,Teclado,Electrónica,30,710,63,7881.0,,,Envío,Sevilla,Sur,,App,CLI5601,Regular,77,,,,Sí,0,2,2024-09-06,640352.436,33
9518,2024-08-12,2024,8,Monday,33,Laptop,Periféricos,60,571,17,28435.8,269.63,52.78,Completado,Bilbao,Norte,,Web,CLI7906,Inactivo,14,Miguel,48,,Sí,1,4,2024-07-29,1012515.3968504521,21
9519,2023-11-08,2023,11,Wednesday,45,Disco Duro,Accesorios,24,908,29,15472.32,443.52,-51.15418502202643,Pendiente,Valencia,Este,,App,CLI1943,VIP,276,Laura,24,Verano,False,2,-4,2023-02-05,735531.8872001069,34
9872,10/03/2024,2024,3,Sunday,10,Mouse,Electrónica,,$1050.99,-10,0.00€,458.4,,Completado,Madrid,Centro,,,CLI9381,Inactivo,222,Sofia,6,Primavera,False,3,14,2023-08-01,error_acumulado,
9521,2024-03-19,2024,3,Tuesday,12,,Periféricos,39,677,20,21122.4,413.46,38.93,Completado,,,,,CLI7079,,168,Sofia,6,Verano,No,4,10,2023-10-03,471587.49528115336,27
9522,05-07-2023,2023,5,Sunday,18,Impresora,Almacenamiento,5 unidades,330,38,0.0,233.04843990374908,29.38,Pendiente,Madrid,Centro,,Tienda física,CLI5771,Inactivo,62,Sofia,6,BlackFriday,No,5,15,2023-03-06,error_acumulado,
9523,2023-12-22,2023,12,Friday,51,RAM,,68,1183,51,39417.56,678.06,42.68,,Barcelona,Noreste,PayPal,App,CLI8367,Nuevo,253,Sofia,6,,Sí,1,2,2023-04-13,539609.2673,16
9524,2023-05-01,2023,5,Monday,18,Teclado,Accesorios,83,1422,1,116845.74,851.4,40.13,,,,Tarjeta,App,CLI2680,Regular,226,Miguel,48,Verano,False,2,3,2022-09-17,792290.5123207774,2
9525,2023-01-02,2023,1,Monday,1,Laptop,Periféricos,13,218,53,1331.98,108.68,50.15,Completado,Madrid,Centro,Transferencia,,CLI4190,VIP,282,Sofia,6,Sin promoción,Sí,3,11,fecha_invalida,898159.0455999998,43
9526,2024-07-14,2024,7,Sunday,28,Webcam,Almacenamiento,2.0171990470007533,1003,59,829.5327640981197,453.03,54.83,Cancelado,Sevilla,Sur,,Web,CLI1664,Nuevo,93,Carlos,12,Primavera,,2,8,2024-04-12,1628778.3891714,45
9527,2024-04-08,2024,4,Monday,15,Webcam,Almacenamiento,97,1401,38,84256.14,946.03,32.47,Cancelado,Valencia,Este,,App,CLI4564,Nuevo,109,Ana,36,BlackFriday,No,1,7,2023-12-21,1050410.5853000002,3
9528,2023-11-26,2023,11,Sunday,47,,Accesorios,-9,$1231.99,2,-10866.1518,683.89,,Cancelado,Madrid,Centro,Transferencia,Web,CLI5502,VIP,96,Laura,24,CyberMonday,No,4,2,2023-08-22,error_acumulado,
9529,2023-05-26,2023,5,Friday,21,Mouse,,41,193,41,-4668.670000000001,111.09,42.44,Pendiente,Bilbao,Norte,Tarjeta,,CLI7874,,170,Miguel,48,CyberMonday,Sí,3,5,2022-12-07,error_acumulado,
9530,09/01/2024,2024,1,Tuesday,2,,,41,942,6,36304.68,467.72,50.35,Completado,Barcelona,Noreste,Efectivo,Web,CLI9501,Inactivo,23,Carlos,12,Sin promoción,,5,14,2023-12-17,1125238.023494902,12
9531,2024-03-26,2024,3,Tuesday,13,RAM,Periféricos,2,481,49,,272.02,43.45,Pendiente,Sevilla,Sur,Efectivo,App,CLI7829,VIP,214,Sofia,6,BlackFriday,,3,15,2023-08-25,error_acumulado,
9532,01-09-2023,2023,1,Monday,2,,,21,1481,50,15550.5,612.76,58.63,,Valencia,Este,,App,CLI7489,Nuevo,230,Miguel,48,Primavera,True,1,15,2022-05-24,760747.17376876,28
9533,2024-07-19,2024,7,Friday,29,,Almacenamiento,25,267,33,4472.249999999999,142.42,46.66,Cancelado,Valencia,Este,,Tienda física,CLI2346,Nuevo,44,Sofia,6,Verano,True,1,4,2024-06-05,565501.2276999999,47
9534,2024-01-01,2024,1,Monday,1,Monitor,Almacenamiento,29,"249,99",56,3189.8723999999997,133.09,,Pendiente,Madrid,Centro,Efectivo,,CLI4518,Inactivo,252,Sofia,6,BlackFriday,inválido,2,8,2023-04-24,837425.8486110888,42
9535,2024-01-22,2024,1,Monday,4,,Almacenamiento,41,1071,28,31615.92,474.67,55.68,Pendiente,Barcelona,Noreste,,Web,CLI8144,Regular,344,,,,Sí,2,5,2023-02-12,1156853.943494902,15
9536,2023-07-08,2023,7,Saturday,27,Laptop,Accesorios,79,$233.99,7,17191.2453,160.73,,Cancelado,Madrid,Centro,Efectivo,Marketplace,CLI2053,Nuevo,98,,,Verano,Sí,5,13,2023-04-01,718593.5904175736,21
9537,2023-07-23,2023,7,Sunday,29,Teclado,Electrónica,82,978,-7,85809.72,573.36,41.37,ENVÍO,Valencia,Este,Efectivo,,CLI4801,,123,Sofia,6,CyberMonday,No,4,8,2023-03-22,2228212.8503237157,2
9538,2024-03-13,2024,3,Wednesday,11,Laptop,Almacenamiento,32,879,11,25033.920000000002,602.75,-31.427758816837315,Envío,Barcelona,Noreste,,Web,CLI6054,Regular,140,Miguel,48,CyberMonday,Sí,4,-5,2023-10-25,903856.5533,25
9539,2024-08-09,2024,8,Friday,32,Teclado,Periféricos,54,605,63,12087.9,405.48,32.98,,Madrid,Centro,Tarjeta,App,CLI1796,,303,Sofia,6,,Sí,4,10,2023-10-11,1083364.571060795,36
13015,30/06/2023,2023,6,Friday,26,,Almacenamiento,-17,1428,58,-10195.92,924.01,35.29,Envío,Madrid,Centro,,Web,CLI8868,Regular,91,Ana,36,CyberMonday,,5,1,fecha_invalida,error_acumulado,
9541,2024-06-07,2024,6,Friday,23,Webcam,Electrónica,24,76,11,1623.3600000000001,35.29,53.57,Envío,Bilbao,Norte,Tarjeta,Web,CLI2929,Nuevo,17,Miguel,48,Primavera,True,1,3,2024-05-21,0,41
9542,10-13-2023,2023,10,Friday,41,RAM,Electrónica,23,1224,29,-19987.92,498.72,59.25,,Madrid,Centro,,,invalido,Nuevo,284,Sofia,6,Verano,False,3,14,2023-01-02,error_acumulado,
9543,2024-04-25,2024,4,Thursday,17,Mouse,Accesorios,73,294,59,8799.42,203.45,30.8,Pendiente,Bilbao,Norte,,Tienda física,CLI7569,,58,Carlos,12,Primavera,,4,1,2024-02-27,613588.1845598046,30
9544,2023-03-30,2023,3,Thursday,13,Webcam,Periféricos,31,$685.99,57,9144.2467,456.19,,Completado,Valencia,Este,Efectivo,Web,CLI6293,Inactivo,250,Sofia,6,Primavera,No,1,8,2022-07-23,536953.9630957546,32
9545,2023-06-24,2023,6,Saturday,25,,Electrónica,19,263,68,1599.0399999999997,204.58180066737242,22.21,Completado,Valencia,Este,,,CLI2762,Inactivo,86,Laura,24,Verano,True,1,13,2023-03-30,1064699.0914417086,38
9546,2023-07-22,2023,7,Saturday,29,Impresora,Accesorios,39,1187,58,19443.06,770.5,35.09,,,,,Web,CLI1341,,209,Carlos,-12,Verano,Sí,1,2,2022-12-25,673946.53699772,24
9547,2024-11-29,2024,11,Friday,48,Webcam,Accesorios,45,153,54,3167.1,106.18,30.6,,Madrid,Centro,,,CLI1968,Inactivo,86,Ana,36,Sin promoción,No,1,10,2024-09-04,971519.3295999999,35
9548,2023-03-01,2023,3,Wednesday,9,Disco Duro,Electrónica,2.265754698098589,"1036,99",198,-2302.5736650936306,,,Completado,,,Efectivo,,CLI9349,Regular,140,,,BlackFriday,No,6,11,2022-10-12,error_acumuladoerror_acumulado,
9549,2024-09-30,2024,9,Monday,40,Teclado,Electrónica,22,296,65,2279.2,190.81,35.54,Envío,,,PayPal,Marketplace,CLI3624,Nuevo,66,Sofia,6,CyberMonday,True,1,11,2024-07-26,488073.75350317446,53
9550,03/08/2024,2024,8,Saturday,31,RAM,Almacenamiento,83,736,58,25656.960000000003,307.87,58.17,,,,PayPal,App,CLI9201,Nuevo,365,Laura,24,Sin promoción,Sí,3,5,2023-08-04,897666.6910263048,18
9551,2023-06-26,2023,6,Monday,26,Mouse,Electrónica,46,220,67,3339.5999999999995,89.91,59.13,Cancelado,Valencia,Este,Tarjeta,Marketplace,CLI8518,Nuevo,112,Miguel,48,Verano,False,5,3,2023-03-06,566544.8313746857,36
9552,11-22-2023,2023,11,Wednesday,47,USB,Electrónica,-10,$364.99,29,-2591.429,175.7,,Cancelado,,,,,CLI4037,,210,Sofia,6,Verano,False,5,1,2023-04-26,error_acumulado,
9553,2024-03-18,2024,3,Monday,12,,Almacenamiento,35,473,52,7946.4,210.08,55.59,Completado,,,Tarjeta,Web,CLI9655,VIP,102,Carlos,12,BlackFriday,True,2,13,2023-12-07,479533.8952811534,37
9554,2024-12-21,2024,12,Saturday,51,USB,Periféricos,98,23,-8,2434.32€,14.05,38.91,Completado,Madrid,Centro,Efectivo,,CLI1221,VIP,344,Ana,36,,True,2,10,2024-01-12,error_acumulado,
9555,2024-07-06,2024,7,Saturday,27,Webcam,Almacenamiento,19,466,48,-4604.08,236.34,49.28,Completado,,,,Web,CLI9977,,272,Ana,36,,inválido,3,3,fecha_invalida,error_acumulado,
9556,2024-01-08,2024,1,Monday,2,Laptop,Electrónica,26,1382,64,12935.519999999999,844.71,38.88,,Barcelona,Noreste,PayPal,Tienda física,CLI2833,Nuevo,273,Ana,36,Primavera,False,2,2,2023-04-10,695438.0036171938,36
9557,2023-07-03,2023,7,Monday,27,USB,Electrónica,18,384,34,4561.919999999999,193.26,-49.67187500000001,Envío,Madrid,Centro,,Marketplace,CLI8411,Regular,343,Miguel,48,Primavera,,5,-9,2022-07-25,784697.3742725134,39
9558,2024-04-13,2024,4,Saturday,15,Teclado,Periféricos,8 unidades,1293,69,,800.93,38.06,Completado,Madrid,Centro,,Marketplace,CLI9782,,233,Ana,36,Verano,Sí,1,2,2023-08-24,error_acumulado,
9559,2024-10-12,2024,10,Saturday,41,,Accesorios,39,643,42,14544.660000000002,445.42,30.73,Envío,Sevilla,Sur,Transferencia,App,CLI1800,VIP,157,,,BlackFriday,True,2,6,2024-05-08,1316896.6090612612,29
19951,08/06/2023,2023,6,Thursday,23,,Almacenamiento,,$1471.99,42,0.0,635.77,,Envío,Sevilla,Sur,PayPal,Web,CLI5618,Nuevo,11,Ana,36,CyberMonday,Sí,2,2,2023-05-28,error_acumulado,
9561,2024-01-24,2024,1,Wednesday,4,Laptop,Accesorios,82,661,65,18970.699999999997,429.03,35.09,,,,Tarjeta,,CLI5004,Regular,349,,,Primavera,False,3,5,2023-02-09,714408.7036171937,24
9562,03-19-2024,2024,3,Tuesday,12,Mouse,Accesorios,97,"382,99",18,30463.0246,248.46,,,Valencia,Este,PayPal,App,CLI7501,Nuevo,305,Miguel,48,BlackFriday,,1,8,2023-05-19,708352.9366,15
9563,2024-06-30,2024,6,Sunday,26,Mouse,Electrónica,7,430,55,1354.4999999999998,274.11,36.25,Pendiente,Barcelona,Noreste,,Web,CLI1211,Inactivo,246,,,BlackFriday,True,2,5,2023-10-28,686274.7799999998,54
9564,2023-01-08,2023,1,Sunday,1,Disco Duro,Periféricos,-12,607,51,-3569.16,420.41,30.74,Envío,Bilbao,Norte,Efectivo,,CLI6391,Regular,17,Sofia,6,,True,2,3,2022-12-22,error_acumulado,
9565,2023-01-20,2023,1,Friday,3,Laptop,Electrónica,64,308,32,13404.159999999998,185.86,39.66,Pendiente,Bilbao,Norte,,App,CLI9645,VIP,271,Laura,24,Verano,True,4,6,2022-04-24,911563.2055999999,28
9566,2023-10-16,2023,10,Monday,42,Impresora,Periféricos,59,322,69,5889.380000000001,194.2,39.69,Pendiente,Madrid,Centro,Transferencia,Marketplace,CLI3679,,28,Sofia,6,Verano,True,2,15,2023-09-18,731696.4961430463,47
9567,2023-06-29,2023,6,Thursday,26,USB,Periféricos,70,1379,11,85911.7,764.39,44.57,,Sevilla,Sur,PayPal,Tienda física,CLI1589,Inactivo,145,,,Sin promoción,False,1,15,2023-02-04,781871.7572280796,2
9568,2023-01-16,2023,1,Monday,3,Teclado,,12,$217.99,21,-2066.5452,218.85212485200952,,Envío,Barcelona,Noreste,,App,,Nuevo,143,,,CyberMonday,False,1,8,2022-08-26,error_acumulado,
9569,2023-10-08,2023,10,Sunday,40,Laptop,Almacenamiento,59,1151,30,47536.299999999996,754.96,34.41,Completado,Barcelona,Noreste,Tarjeta,Marketplace,CLI7295,Regular,182,Sofia,6,Verano,,4,11,2023-04-09,856961.1767000002,9
9570,23/11/2024,2024,11,Saturday,47,Webcam,,5.477886457247934,1194,61,2550.832607682073,545.5,54.31,PENDIENTE,Sevill@,Sur,Tarjeta,Tienda física,CLI2597,Regular,248,Carlos,12,CyberMonday,No,4,8,fecha_invalida,1948140.324415364,1
9571,2023-09-19,2023,9,Tuesday,38,Disco Duro,Almacenamiento,29,1051,-3,31393.370000000003,493.71,53.02,,Valencia,Este,PayPal,Tienda física,CLI6190,Regular,359,Miguel,48,Sin promoción,No,2,14,2022-09-25,699814.4244384211,11
9572,04-22-2024,2024,4,Monday,17,Laptop,Accesorios,66,606,58,16798.320000000003,253.23,58.21,Completado,Madrid,Centro,Efectivo,App,CLI7856,Nuevo,125,,,Sin promoción,,1,5,2023-12-19,773058.4802656115,20
9573,2024-12-03,2024,12,Tuesday,49,Mouse,Periféricos,63,874,67,18170.46,602.31,31.09,Envío,Barcelona,Noreste,,App,CLI7125,,35,Laura,24,Sin promoción,No,3,10,2024-10-29,675503.7784,26
9574,2024-04-24,2024,4,Wednesday,17,,Periféricos,27,1375,14,31927.5,729.86,46.92,Pendiente,Barcelona,Noreste,,Web,CLI9223,Regular,175,,,BlackFriday,,5,10,2023-11-01,711170.3921884727,12
9575,2024-05-06,2024,5,Monday,19,RAM,Accesorios,40,425,26,12580.0,187.23,55.95,Completado,Bilbao,Norte,Tarjeta,App,CLI7394,Nuevo,270,Sofia,6,Sin promoción,True,5,10,2023-08-10,867860.7336037192,39
9576,2023-08-20,2023,8,Sunday,33,Laptop,Almacenamiento,-13,$484.99,167,4224.2629,331.52,,Completado,Barcelona,Noreste,,App,CLI7063,,296,Laura,24,Sin promoción,inválido,1,-7,2022-10-28,825259.6410999998,31
9577,2024-02-15,2024,2,Thursday,7,Monitor,Almacenamiento,31,361,52,5371.679999999999,224.18,37.9,Completado,Madrid,Centro,,Tienda física,CLI6899,Regular,261,,,CyberMonday,True,5,6,2023-05-30,851343.2756553886,31
9578,2023-12-03,2023,12,Sunday,48,Impresora,Almacenamiento,36,964,8,31927.68,577.78,40.06,Pendiente,,,PayPal,Tienda física,CLI9420,VIP,20,Carlos,12,Primavera,False,5,13,2023-11-13,834582.0727000003,16
9579,2024-12-03,2024,12,Tuesday,49,Impresora,Electrónica,88,673,35,38495.6,,,Envío,Sevilla,Sur,,Marketplace,CLI9320,Regular,134,Carlos,12,Verano,False,0,8,2024-07-22,748254.9228014981,6
4021,03/04/2023,2023,4,Monday,14,Disco Duro,,78,90,8,6458.400000000001,53.86,40.16,Cancelado,,,,App,CLI5713,Nuevo,188,Sofia,6,Primavera,No,1,10,2022-09-27,271580.1486872187,39
9581,2023-10-28,2023,10,Saturday,43,,Accesorios,52,1117,14,-49952.24,453.08,59.44,Envío,Sevilla,Sur,PayPal,Marketplace,CLI3890,Regular,29,Ana,36,Verano,No,3,13,2023-09-29,error_acumuladoerror_acumulado,
9582,08-18-2023,2023,8,Friday,33,,Almacenamiento,37,79,9,2659.9300000000003,48.78,38.25,Cancelado,Madrid,Centro,,,CLI9858,,61,Laura,24,Verano,Sí,4,7,2023-06-18,836852.3617000001,40
9583,2024-01-31,2024,1,Wednesday,5,Monitor,Periféricos,41,407,6,15685.779999999999,252.51,37.96,Cancelado,Sevilla,Sur,PayPal,App,CLI3927,Nuevo,361,Laura,-24,,Sí,4,4,2023-02-04,853111.6286110888,29
9584,2023-07-25,2023,7,Tuesday,30,Teclado,Electrónica,22,$291.99,60,2569.5120000000006,199.04,,,,,Transferencia,Web,CLI4644,VIP,181,Carlos,12,Sin promoción,No,4,7,2023-01-25,1116675.937161858,43
9585,2024-09-14,2024,9,Saturday,37,,,32,919,59,,552.2,39.91,Cancelado,,,,Marketplace,CLI5043,Inactivo,101,Carlos,12,,Sí,1,10,fecha_invalida,error_acumulado,
9586,2024-03-28,2024,3,Thursday,13,Monitor,,41,1197,5,46623.15,731.29,38.91,Completado,Madrid,Centro,Efectivo,App,CLI2466,Regular,328,Ana,36,Primavera,Sí,5,5,2023-05-05,630167.378733638,7
9587,2023-01-28,2023,1,Saturday,4,Teclado,,81,1206,32,66426.48,811.43,32.72,Completado,Barcelona,Noreste,PayPal,App,CLI5549,,243,Ana,36,,No,3,8,2022-05-30,652813.6516391222,6
9588,2023-05-02,2023,5,Tuesday,18,Teclado,Electrónica,-5,1094,-6,-5798.20€,593.13,45.78,Envío,Madrid,Centro,,Web,CLI5362,Nuevo,83,,,CyberMonday,False,2,7,2023-02-08,error_acumulado,
9589,2024-07-02,2024,7,Tuesday,27,Teclado,Periféricos,5,567,35,1842.75,271.57,52.1,Pendiente,Barcelona,Noreste,Efectivo,Marketplace,CLI7165,Inactivo,246,Laura,24,,,5,15,2023-10-30,709092.3421121668,27
9590,06/10/2024,2024,10,Sunday,40,Disco Duro,Electrónica,76,"1301,99",48,51454.6448,523.01,,Pendiente,Sevilla,Sur,,Marketplace,CLI3638,,35,,,Sin promoción,No,5,12,2024-09-01,835591.459159616,5
9591,2024-06-06,2024,6,Thursday,23,RAM,Electrónica,46,1025,7,43849.5,937.2522940170622,8.56,Pendiente,Barcelona,Noreste,Tarjeta,Marketplace,CLI7924,Inactivo,142,Carlos,12,Primavera,Sí,5,2,2024-01-16,1011761.6016000002,11
9592,12-16-2023,2023,12,Saturday,50,USB,,3.6746125568635817,$367.99,49,689.6325441481171,223.11,,Cancelado,,,,Web,CLI3290,Inactivo,6,Laura,24,,True,1,13,2023-12-10,1137278.111884382,37
9593,2023-05-27,2023,5,Saturday,21,Disco Duro,,46,152,49,3565.92,92.69,39.02,,Bilbao,Norte,PayPal,Tienda física,CLI1563,Inactivo,33,Miguel,48,Verano,False,5,11,2023-04-24,573842.223833874,38
9594,2023-08-18,2023,8,Friday,33,RAM,Periféricos,3 unidades,404,66,-0.0,266.02,34.15,Envío,Madrid,Centro,Efectivo,Web,,Inactivo,334,Miguel,48,Primavera,No,2,8,2022-09-18,error_acumulado,
9595,2024-07-12,2024,7,Friday,28,Impresora,Periféricos,15,1027,2,15096.9,416.25,-59.469328140214216,Envío,Madrid,Centro,PayPal,App,CLI6091,Nuevo,328,Sofia,6,Verano,No,2,-2,2023-08-19,422602.1913652,27
9596,2024-10-01,2024,10,Tuesday,40,Impresora,Accesorios,47,154,14,6224.68,99.91,35.12,Envío,,,Transferencia,Marketplace,CLI6688,Inactivo,219,Ana,36,Verano,True,5,12,2024-02-25,870695.7006000001,33
9597,2024-05-09,2024,5,Thursday,19,Mouse,Electrónica,100,1397,33,93598.99999999999,603.75,56.78,Pendiente,Bilbao,Norte,,App,CLI6796,Inactivo,311,Sofia,6,Verano,inválido,1,8,2023-07-03,1099171.5294221942,5
9598,2023-01-07,2023,1,Saturday,1,,Accesorios,18,1304,58,9858.240000000002,773.43,40.69,Completado,,,Efectivo,Tienda física,CLI1763,Inactivo,249,Carlos,12,BlackFriday,No,2,9,2022-05-03,770605.41376876,31
9599,2024-01-17,2024,1,Wednesday,3,USB,,19,308,58,2457.84,174.21,43.44,Cancelado,Barcelona,Noreste,Tarjeta,Marketplace,CLI7894,Regular,30,Ana,36,Verano,Sí,2,6,2023-12-18,0,46
17772,27/11/2023,2023,11,Monday,48,,Almacenamiento,-7,$1484.99,58,-4365.8706,790.79,,Envío,,,Transferencia,App,CLI4771,Nuevo,196,Ana,36,CyberMonday,,4,8,fecha_invalida,error_acumulado,
9601,2023-12-17,2023,12,Sunday,50,Laptop,Electrónica,7,1026,29,5099.219999999999,695.36,32.23,Pendiente,Sevilla,Sur,PayPal,Tienda física,CLI5835,Regular,333,Laura,24,CyberMonday,False,3,14,2023-01-18,834280.516344878,46
9602,05-06-2023,2023,5,Saturday,18,,Almacenamiento,71,864,54,28218.239999999998,533.47,38.26,Completado,Madrid,Centro,PayPal,Marketplace,CLI4840,Nuevo,108,Sofia,6,Primavera,True,4,10,2023-01-18,900457.5885394606,18
9603,2024-07-24,2024,7,Wednesday,30,Impresora,Electrónica,83,1114,42,53627.96000000001,458.58,58.83,ENVÍO,Madrid,Centro,Efectivo,App,CLI9650,,13,Ana,36,Primavera,Sí,5,6,2024-07-11,952460.3027304,7
9604,2023-10-14,2023,10,Saturday,41,RAM,Electrónica,41,"183,99",188,-6638.359199999999,93.33,,Cancelado,Bilbao,Norte,Tarjeta,Web,CLI4220,Inactivo,126,Miguel,48,CyberMonday,No,4,12,2023-06-10,error_acumulado,
9605,2024-07-29,2024,7,Monday,31,RAM,Electrónica,73,735,-10,59020.50000000001,435.5,40.75,,Madrid,Centro,,,CLI1197,Nuevo,130,Carlos,12,BlackFriday,No,4,12,2024-03-21,582461.8346000001,5
9606,2023-06-10,2023,6,Saturday,23,Disco Duro,Periféricos,73,397,3,28111.57,191.34,51.8,Envío,Bilbao,Norte,,Tienda física,CLI7956,VIP,353,Sofia,6,BlackFriday,True,2,6,2022-06-22,372510.6587601038,19
9607,2024-01-03,2024,1,Wednesday,1,Monitor,Accesorios,54,28,65,-529.1999999999999,14.28,49.0,,Bilbao,Norte,Efectivo,Tienda física,CLI1235,VIP,194,Sofia,6,Verano,,2,3,2023-06-23,error_acumulado,
9608,2023-04-08,2023,4,Saturday,14,,,96,$398.99,8,35238.796800000004,188.01,,Envío,Bilbao,Norte,Efectivo,Marketplace,CLI5368,,67,Sofia,6,Verano,False,4,3,2023-01-31,1074697.016804735,15
9609,2024-08-27,2024,8,Tuesday,35,Laptop,,55,1415,46,42025.5,860.2,39.21,Completado,Valencia,Este,,Web,CLI3046,Nuevo,307,Laura,24,BlackFriday,,3,7,2023-10-25,1054540.896850452,15
9610,11/02/2023,2023,2,Saturday,6,Teclado,Periféricos,79,680,37,33843.6,,,Envío,Valencia,Este,,App,CLI4168,Inactivo,160,Sofia,6,Sin promoción,No,10,5,2022-09-04,547763.8721316153,22
9611,2023-05-06,2023,5,Saturday,18,USB,Periféricos,26,215,62,2124.2,137.85,35.88,Pendiente,Bilbao,Norte,Efectivo,,CLI4957,Inactivo,350,Carlos,12,BlackFriday,True,5,6,2022-05-21,863365.300930645,45
9612,05-04-2023,2023,5,Thursday,18,Webcam,Electrónica,-2,1354,35,,794.2,41.34,Completado,,,,Marketplace,CLI3673,VIP,357,Miguel,48,Sin promoción,False,2,1,2022-05-12,error_acumulado,
9613,2023-04-14,2023,4,Friday,15,USB,,1,1497,49,763.47,915.68,38.83,,Bilbao,Norte,,App,CLI8602,VIP,167,Sofia,6,BlackFriday,False,5,8,2022-10-29,905713.0571999999,47
9614,2024-02-10,2024,2,Saturday,6,RAM,,2.709396486074986,1355,8,3377.5336595410777,1309.6658310020316,-3.3456951290013572,Envío,Valencia,Este,Transferencia,Web,CLI8728,Nuevo,214,Sofia,6,CyberMonday,True,3,-8,2023-07-11,1620009.83148039,45
9615,2024-11-10,2024,11,Sunday,45,USB,Accesorios,29,228,67,2181.9599999999996,120.93,46.96,Pendiente,Madrid,Centro,Efectivo,,CLI5032,Inactivo,79,Sofia,6,Verano,,2,5,fecha_invalida,1180538.9822000002,38
9616,2023-08-28,2023,8,Monday,35,Impresora,,78,$910.99,43,40502.6154,472.47,,,Sevilla,Sur,,Marketplace,CLI2037,Regular,92,Laura,24,Verano,False,3,4,2023-05-28,798412.7466,15
9617,2023-09-09,2023,9,Saturday,36,USB,Accesorios,37,1262,56,20545.359999999997,830.15,34.22,Completado,,,,App,CLI6439,VIP,259,Laura,24,CyberMonday,,2,6,2022-12-24,893937.4002701923,18
9618,2023-09-26,2023,9,Tuesday,39,Disco Duro,,93,"270,99",66,8568.7038,160.4,,Cancelado,Bilbao,Norte,,,CLI7212,Nuevo,73,,,BlackFriday,inválido,3,5,2023-07-15,708383.1282384212,39
9619,2024-11-30,2024,11,Saturday,48,,Almacenamiento,25,1109,60,11090.0,679.24,38.75,Completado,Sevilla,Sur,PayPal,Web,CLI8782,Regular,328,Miguel,48,,False,4,10,2024-01-07,663349.9214999999,30
2015,01/10/2024,2024,10,Tuesday,40,Monitor,,52,150,21,-6162.0,89.14,40.57,Pendiente,,,Tarjeta,Web,,,173,Ana,-36,Sin promoción,False,1,2,2024-04-11,error_acumulado,
9621,2024-11-24,2024,11,Sunday,47,Disco Duro,,17,401,2,6680.66,171.27,57.29,Cancelado,Bilbao,Norte,Tarjeta,Marketplace,CLI9963,VIP,60,Carlos,12,,Sí,4,11,2024-09-25,760623.7750000001,46
9622,05-30-2023,2023,5,Tuesday,22,Laptop,Almacenamiento,95,1162,-4,114805.60€,795.71,31.52,Envío,Sevilla,Sur,Efectivo,Marketplace,CLI8062,,162,,,Primavera,False,3,12,2022-12-19,error_acumulado,
9623,2024-01-09,2024,1,Tuesday,2,Teclado,Periféricos,82,567,3,45099.18,296.21,47.76,Cancelado,Sevilla,Sur,,App,CLI4296,Inactivo,24,Miguel,48,,No,5,2,2023-12-16,809109.2357000002,10
9624,2024-02-23,2024,2,Friday,8,Monitor,Accesorios,-20,$638.99,56,-5623.111999999999,378.72,,Pendiente,Valencia,Este,Tarjeta,,CLI1034,VIP,195,Laura,24,Verano,,2,5,2023-08-12,error_acumulado,
9625,2023-05-13,2023,5,Saturday,19,,Electrónica,88,940,21,65348.8,521.6,44.51,Pendiente,M@drid,Centro,Tarjeta,App,CLI4362,Nuevo,293,Carlos,12,Sin promoción,No,2,2,2022-07-24,1931612.7770789212,1
9626,2023-08-05,2023,8,Saturday,31,Laptop,Accesorios,66,69,25,3415.5,33.06,52.09,Completado,Valencia,Este,,Tienda física,CLI1099,VIP,306,Ana,36,Verano,True,2,15,2022-10-03,828675.1410999998,43
9627,2024-09-01,2024,9,Sunday,35,,Electrónica,100,458,13,39846.0,202.45,55.8,,Sevilla,Sur,,Marketplace,CLI8810,Inactivo,184,Carlos,12,BlackFriday,,2,8,2024-03-01,713506.4015481632,17
9628,2023-03-07,2023,3,Tuesday,10,Laptop,Almacenamiento,98,869,64,30658.32,491.96,43.39,Envío,Valencia,Este,Efectivo,App,CLI2347,,218,Miguel,48,Sin promoción,True,3,1,2022-08-01,0,16
9629,2024-07-19,2024,7,Friday,29,Mouse,Accesorios,75,1106,34,54746.99999999999,635.51,42.54,Envío,Madrid,Centro,PayPal,Marketplace,CLI9657,,98,Miguel,48,Primavera,No,3,2,2024-04-12,662742.4222912693,8
9630,12/09/2023,2023,9,Tuesday,37,Impresora,Almacenamiento,7 unidades,128,1,0.0,59.15,53.79,Completado,Valencia,Este,PayPal,Tienda física,CLI7552,Inactivo,306,Ana,36,Sin promoción,Sí,4,4,fecha_invalida,error_acumulado,
9631,2024-02-05,2024,2,Monday,6,USB,Accesorios,47,178,31,5772.54,75.75,57.44,Pendiente,Bilbao,Norte,Efectivo,,CLI5123,Nuevo,14,Carlos,12,CyberMonday,False,2,15,2024-01-22,745200.8360308596,36
